"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
188,622075,"Almonte, Yency",1337,14.1,0.3,0.175,0.294,0.475,0.428,0.387,0.261,12,40,82.5,0.2,2135,95.4,96.39,19,83,105,1,6.77,108,153,118,147,304,321,295
187,656232,"Bielak, Brandon",1061,17.6,0.277,0.106,0.286,0.383,0.332,0.357,0.306,13,47,86.3,9.2,2284,93.2,91.76,10,81,106,-1.4000000000000057,5.56,109,152,115,147,293,326,288
180,592826,"Velasquez, Vince",3036,5.9,0.326,0.14,0.325,0.465,0.356,0.376,0.336,14,43,84.1,7.1,2227,91.9,92.48,11,77,103,0.5999999999999943,6.62,106,149,113,145,299,324,297
179,676534,"Faucher, Calvin",433,41.3,0.257,0.086,0.32,0.343,0.341,0.425,0.294,9,35,92.2,19.9,2261,95.3,93.9,11,68,111,-1.3999999999999915,5.63,107,151,111,148,300,324,295
178,663158,"Suarez, Robert",801,22.2,0.139,0,0.167,0.139,0.179,0.269,0.225,5,36,87.5,11.5,2249,97,97.78,14,86,92,0.7999999999999972,6.84,113,157,119,149,299,324,300
177,593372,"Martinez, Carlos",1281,13.8,0.286,0.071,0.275,0.357,0.353,0.395,0.321,12,42,92.3,-9.5,1946,91.3,90.24,8,85,92,-1.0999999999999943,5.61,107,151,115,146,298,315,296
176,533167,"Shoemaker, Matt",1064,16.5,0.419,0.233,0.405,0.651,0.5,0.477,0.376,18,43,87.9,5.4,2119,91.7,91.39,7,83,93,-0.29999999999999716,6.06,103,153,114,148,301,331,297
176,543901,"Weber, Ryan",287,61.3,0.278,0.185,0.273,0.463,0.347,0.376,0.31,15,54,92.2,2.8,2023,88.8,87.33,10,86,90,-1.5,5.38,113,154,125,149,289,325,293
174,572888,"Greene, Shane",518,33.6,0.471,0.412,0.444,0.882,0.595,0.471,0.325,16,34,94.8,16.1,2103,92.5,91.39,3,63,111,-1.0999999999999943,5.61,107,152,124,146,306,318,288
173,642231,"Yacabonis, Jimmy",292,59.2,0.297,0.216,0.45,0.514,0.409,0.408,0.283,11,37,91.1,14.5,2239,93.7,93.02,16,56,117,-0.7000000000000028,6,107,152,114,150,297,316,292
