"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance"
220,600921,"Machado, Andres",1624,13.5,0.192,0.019,0.286,0.212,0.241,0.265,0.203,10,52,93,7.1,1507,88.6,89.5,46,116,104,0.9000000000000057,6.91,114,156,123,147,297,318,299
219,571800,"Hutchison, Drew",2098,10.4,0.28,0.26,0.297,0.54,0.367,0.338,0.283,14,50,85.8,8.5,1714,86.3,85.82,26,102,117,-0.5,6.01,111,157,113,146,297,329,297
217,676051,"Heuer, Codi",1049,20.7,0.17,0,0.29,0.17,0.175,0.166,0.148,9,53,80,4.8,2267,87.2,88.84,59,125,92,1.5999999999999943,7.28,106,148,114,147,297,319,296
216,592346,"González, Chi Chi",2011,10.7,0.175,0.127,0.164,0.302,0.218,0.292,0.255,11,63,87.3,9.2,1718,84.6,83.86,17,106,110,-0.6999999999999886,5.92,117,154,119,151,296,329,302
216,650530,"Garcia, Bryan",1048,20.6,0.262,0.286,0.216,0.548,0.37,0.436,0.327,11,42,87,12.7,1875,85.7,84.98,26,103,113,-0.7000000000000028,6.01,110,154,118,147,296,327,300
213,666129,"Garrett, Braxton",2040,10.4,0.306,0.048,0.328,0.355,0.296,0.302,0.283,19,62,86.3,9.5,1632,85.4,85.34,20,93,120,-0.10000000000000853,6.4,103,152,117,148,300,316,284
212,606303,"Payamps, Joel",1778,11.9,0.089,0.022,0.105,0.111,0.125,0.185,0.154,4,45,87.7,1.1,2014,88.2,87.31,22,89,122,-0.9000000000000057,5.78,114,157,119,150,295,321,304
210,547942,"Kim, Kwang Hyun",1784,11.8,0.246,0.211,0.244,0.456,0.32,0.313,0.241,14,57,79.6,-2.4,1604,80.4,81.14,28,101,109,0.6999999999999886,6.68,109,154,122,147,301,320,293
210,664299,"Javier, Cristian",4346,4.8,0.229,0.286,0.172,0.514,0.331,0.351,0.29,8,35,88.6,18.9,2101,85.9,85.3,13,72,138,-0.6000000000000085,5.98,116,159,117,152,291,326,297
208,542960,"Brach, Brad",579,35.9,0.229,0.042,0.297,0.271,0.254,0.255,0.223,11,48,84.3,0.8,1908,86.1,85.27,40,103,105,-0.7999999999999972,5.81,114,152,116,146,294,318,289
207,657248,"Otto, Glenn",2677,7.7,0.26,0.24,0.227,0.5,0.316,0.371,0.304,13,50,86.1,4.4,1754,88.1,89,13,100,107,0.9000000000000057,6.92,116,153,119,150,297,320,298
207,445926,"Chavez, Jesse",1730,12,0.2,0.1,0.225,0.3,0.242,0.292,0.258,10,50,85.8,2.4,1825,85.3,85.32,24,101,106,0,6.28,114,154,130,147,297,324,302
206,641329,"Baker, Bryan",1200,17.2,0.044,0,0.1,0.044,0.081,0.123,0.085,2,45,83.1,10.5,1913,84,84.19,23,61,145,0.20000000000000284,6.47,111,157,115,150,301,322,297
205,676831,"Whitley, Kodi",673,30.5,0.175,0.05,0.233,0.225,0.269,0.295,0.19,7,40,78.9,13.8,1856,84.1,84.12,42,110,95,0,6.31,114,156,117,147,297,321,297
202,608665,"Graveman, Kendall",1906,10.6,0.274,0.113,0.286,0.387,0.314,0.319,0.275,17,62,87.5,-0.2,1744,90.4,90.7,21,104,98,0.29999999999999716,6.39,108,152,108,147,292,323,301
200,650633,"King, Michael",1785,11.2,0.196,0.022,0.29,0.217,0.221,0.228,0.182,9,46,78.6,0.8,2129,86.1,86.02,47,102,98,-0.09999999999999432,6.36,114,157,118,151,294,326,291
199,548384,"Raley, Brooks",1711,11.6,0.136,0,0.188,0.136,0.189,0.242,0.184,6,44,79.5,-8.4,1907,85.6,83.74,25,84,115,-1.8999999999999915,5.62,102,153,116,147,301,324,293
197,458681,"Lynn, Lance",4630,4.3,0.26,0.24,0.273,0.5,0.33,0.327,0.261,13,50,87,9.9,1812,86.6,86.97,21,80,117,0.4000000000000057,6.42,115,157,114,152,297,323,298
196,543548,"Milone, Tommy",479,40.9,0.262,0.213,0.295,0.475,0.337,0.333,0.277,16,61,85.5,15.2,1647,77.7,77.44,36,112,84,-0.29999999999999716,6.1,106,152,121,146,291,318,287
196,605242,"Fulmer, Michael",2226,8.8,0.278,0.083,0.333,0.361,0.297,0.294,0.276,10,36,86.9,9.4,1623,87.6,87.87,32,85,111,0.30000000000001137,6.39,112,159,116,152,296,330,303
193,571901,"Loup, Aaron",1800,10.7,0.138,0.034,0.216,0.172,0.172,0.193,0.163,8,58,82.2,6.4,1920,80.1,79.4,39,106,87,-0.6999999999999886,6.05,110,150,113,145,300,322,291
191,433589,"Petit, Yusmeiro",1082,17.7,0.175,0.222,0.143,0.397,0.251,0.302,0.236,11,63,81.5,20.5,1751,80.8,82.21,31,111,80,1.4000000000000057,7.12,111,148,114,153,292,326,307
191,656212,"Barnes, Charlie",655,29.2,0.323,0.169,0.328,0.492,0.362,0.358,0.295,21,65,88.5,13.9,1721,79.3,78.25,19,115,76,-1,5.55,102,152,116,148,299,333,293
